address,metro_stations,total_info,price,price_per_meter,developer,additional_flat_info,bti_house_data
"Москва, ЦАО, р-н Хамовники, Комсомольский просп., 9АНа карте",Парк Культуры ⋅ 6 мин. пешком,"39,6 м²
Общая
2 из 6
Этаж
2012
Построен",22 000 000 ₽,N_A,Аврора Проперти,"Тип жилья
Вторичка Апартаменты
Высота потолков
4 м
Ремонт
Дизайнерский
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
2014
Тип дома
Монолитный
Лифты
1 пасс., 1 груз.
Аварийность
Нет
Парковка
Наземная
Мусоропровод
Есть"
"Москва, ЗАО, р-н Тропарево-Никулино, ул. Покрышкина, 8к1На карте",Юго-Западная ⋅ 7 мин. пешкомОзерная ⋅ 8 мин. на транспорте,"70 м²
Общая
53 м²
Жилая
8 м²
Кухня
8 из 20
Этаж",23 390 000 ₽,N_A,Premium Realty,"Тип жилья
Вторичка
Планировка
Изолированная
Площадь комнат
23-30 м²
Высота потолков
3 м
Санузел
1 совмещенный
Балкон/лоджия
1 лоджия
Ремонт
Евроремонт
Вид из окон
На улицу","О доме
По данным Циан
Год постройки
2009
Тип дома
Монолитный
Тип перекрытий
Железобетонные
Подъезды
13
Лифты
1 пасс., 1 груз.
Отопление
Центральное
Аварийность
Нет"
"Москва, СВАО, р-н Алексеевский, Новоалексеевская ул., 16к3На карте",Алексеевская ⋅ 9 мин. пешкомВДНХ ⋅ 4 мин. на транспортеРижская ⋅ 6 мин. на транспорте,"67,3 м²
Общая
36,5 м²
Жилая
14 м²
Кухня
7 из 21
Этаж
2020
Построен",23 500 000 ₽,N_A,СЕДЬМОЕ НЕБО,"Тип жилья
Вторичка
Планировка
Изолированная
Площадь комнат
19,8+16,7 м²
Высота потолков
3,25 м
Санузел
1 совмещенный, 1 раздельный
Ремонт
Без ремонта
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
2019
Тип дома
Монолитный
Тип перекрытий
Железобетонные
Подъезды
11
Лифты
1 пасс., 1 груз.
Отопление
Центральное
Аварийность
Нет
Парковка
Подземная"
"Москва, СЗАО, р-н Хорошево-Мневники, Шелепихинская наб., 34к2На карте",Шелепиха ⋅ 18 мин. пешкомУлица 1905 года ⋅ 5 мин. на транспортеХорошевская ⋅ 4 мин. на транспорте,"74,3 м²
Общая
5 из 19
Этаж",23 900 000 ₽,N_A,Ramenky Realty,"Тип жилья
Вторичка
Планировка
Изолированная
Санузел
2 совмещенных
Ремонт
Без ремонта","О доме
По данным Циан
Тип дома
Монолитно кирпичный
Парковка
Многоуровневая"
"Москва, САО, р-н Беговой, Верхняя ул., 20к1На карте",Белорусская ⋅ 10 мин. пешкомДинамо ⋅ 5 мин. на транспортеПетровский Парк ⋅ 5 мин. на транспорте,"50 м²
Общая
24 м²
Жилая
18 м²
Кухня
3 из 24
Этаж
2018
Построен",23 700 000 ₽,N_A,Chase - Продажа,"Тип жилья
Вторичка
Площадь комнат
24 м²
Ремонт
Без ремонта
Вид из окон
Во двор","О доме
По данным Циан
Тип дома
Монолитно кирпичный
Парковка
Подземная"
"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 74БНа карте",Ломоносовский проспект ⋅ 11 мин. пешкомРаменки ⋅ 3 мин. на транспортеМинская ⋅ 19 мин. пешком,"75 м²
Общая
15 из 29
Этаж
2017
Построен",23 700 000 ₽,N_A,Verges of estate,"Тип жилья
Вторичка Апартаменты
Высота потолков
3 м
Санузел
2 раздельных
Ремонт
Дизайнерский
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
2017
Тип дома
Монолитный
Лифты
4 пасс.
Аварийность
Нет
Парковка
Подземная"
"Москва, СЗАО, р-н Хорошево-Мневники, Шелепихинская наб., 34к3На карте",Шелепиха ⋅ 15 мин. пешкомХорошевская ⋅ 4 мин. на транспортеПолежаевская ⋅ 5 мин. на транспорте,"70 м²
Общая
31 м²
Жилая
10 м²
Кухня
7 из 24
Этаж",24 000 000 ₽,N_A,Chase - Продажа,"Тип жилья
Вторичка
Площадь комнат
15-17-10 м²
Ремонт
Без ремонта
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
2020
Тип дома
Монолитный
Тип перекрытий
Железобетонные
Подъезды
4
Лифты
24 всего
Отопление
Индивидуальный тепловой пункт
Аварийность
Нет"
"Москва, ЦАО, р-н Красносельский, пер. Докучаев, 2с3На карте",Сухаревская ⋅ 11 мин. пешкомКрасные ворота ⋅ 11 мин. пешкомЧистые пруды ⋅ 20 мин. пешком,"57 м²
Общая
9 из 19
Этаж
2018
Построен",25 000 000 ₽,N_A,MERSI,"Тип жилья
Вторичка Апартаменты
Санузел
1 совмещенный
Ремонт
Дизайнерский","О доме
По данным Циан
Год постройки
2018
Тип дома
Монолитный
Лифты
2 пасс., 2 груз.
Аварийность
Нет
Парковка
Подземная"
"Москва, ЦАО, р-н Пресненский, 2-я Черногрязская ул., 6к3На карте",Улица 1905 года ⋅ 15 мин. пешкомВыставочная ⋅ 4 мин. на транспортеШелепиха ⋅ 3 мин. на транспорте,"45,7 м²
Общая
6 из 20
Этаж
2017
Построен",25 500 000 ₽,N_A,Аврора Проперти,"Тип жилья
Вторичка
Высота потолков
3 м
Санузел
1 раздельный
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
2017
Тип дома
Монолитный
Тип перекрытий
Железобетонные
Подъезды
1
Лифты
1 пасс., 1 груз.
Отопление
Центральное
Аварийность
Нет
Парковка
Подземная
Мусоропровод
Есть"
"Москва, ЦАО, р-н Замоскворечье, Большая Татарская ул., 25-27С1На карте",Новокузнецкая ⋅ 5 мин. пешком,"70 м²
Общая
40 м²
Жилая
4 из 5
Этаж
1931
Построен",26 000 000 ₽,N_A,Аврора Проперти,"Тип жилья
Вторичка
Высота потолков
3 м
Санузел
1 раздельный
Балкон/лоджия
1 балкон
Ремонт
Дизайнерский
Вид из окон
На улицу и двор","О доме
По данным Циан
Год постройки
1931
Тип дома
Кирпичный
Тип перекрытий
Смешанные
Подъезды
4
Лифты
Есть
Отопление
Центральное
Аварийность
Нет
Мусоропровод
Есть
Газоснабжение
Центральное"
"Москва, ЗАО, р-н Дорогомилово, Поклонная ул., вл9На карте",Парк Победы ⋅ 7 мин. пешкомКутузовская ⋅ 14 мин. пешкомСтуденческая ⋅ 3 мин. на транспорте,"51,4 м²
Общая
14,6 м²
Жилая
24,7 м²
Кухня
15 из 32
Этаж
2 кв. 2023
Срок сдачи",26 757 915 ₽,N_A,ANT Development,"Тип жилья
Новостройка Апартаменты
Площадь комнат
14.6 м²
Санузел
1 совмещенный
Отделка
Чистовая",N_A
"Москва, ЦАО, р-н Замоскворечье, Мытная ул., 7с1На карте",Шаболовская ⋅ 5 мин. пешкомДобрынинская ⋅ 10 мин. пешкомОктябрьская ⋅ 10 мин. пешком,"53,7 м²
Общая
19,3 м²
Жилая
17,7 м²
Кухня
5 из 11
Этаж",27 000 000 ₽,N_A,Ramenky Realty,"Тип жилья
Вторичка
Площадь комнат
19.3 м²
Санузел
2 совмещенных
Балкон/лоджия
1 балкон
Ремонт
Без ремонта","О доме
По данным Циан
Тип дома
Монолитный
Парковка
Многоуровневая"
"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 95БНа карте",Университет ⋅ 4 мин. на транспортеНовые Черемушки ⋅ 4 мин. на транспортеПроспект Вернадского ⋅ 19 мин. пешком,"57 м²
Общая
9 из 33
Этаж",27 600 000 ₽,N_A,MERSI,"Тип жилья
Вторичка
Санузел
1 совмещенный
Ремонт
Дизайнерский
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
2017
Тип перекрытий
Железобетонные
Подъезды
1
Лифты
1 пасс., 1 груз.
Отопление
Центральное
Аварийность
Нет
Парковка
Подземная"
"Москва, САО, р-н Беговой, Верхняя ул., 20к1На карте",Белорусская ⋅ 8 мин. пешкомДинамо ⋅ 5 мин. на транспортеПетровский Парк ⋅ 5 мин. на транспорте,"54,5 м²
Общая
17,9 м²
Жилая
24,5 м²
Кухня
12 из 24
Этаж",27 899 000 ₽,N_A,Агент Риэлтор,"Тип жилья
Вторичка
Площадь комнат
17.9 м²
Санузел
1 совмещенный
Ремонт
Без ремонта","О доме
По данным Циан
Тип дома
Монолитно кирпичный"
"Москва, ЦАО, р-н Замоскворечье, Шлюзовая наб., 2А",Павелецкая ⋅ 6 мин. пешкомТаганская ⋅ 2 мин. на транспорте,"45 м²
Общая
3 из 7
Этаж
2018
Построен",28 000 000 ₽,N_A,Аврора Проперти,N_A,N_A
"Москва, ЦАО, р-н Таганский, ул. Талалихина, 8На карте",Крестьянская застава ⋅ 11 мин. пешком,"80 м²
Общая
50 м²
Жилая
20 м²
Кухня
8 из 18
Этаж",28 999 000 ₽,N_A,MAXIMUM ESTATE,"Тип жилья
Вторичка
Балкон/лоджия
1 балкон","О доме
По данным Циан
Год постройки
2009
Тип перекрытий
Железобетонные
Подъезды
4
Лифты
9 всего
Отопление
Центральное
Аварийность
Нет"
"Москва, ЦАО, р-н Пресненский, Шмитовский проезд, 16С2На карте",Улица 1905 года ⋅ 10 мин. пешком,"90 м²
Общая
55 м²
Жилая
10 м²
Кухня
21 из 22
Этаж
2004
Построен",30 055 337 ₽,N_A,Chase - Продажа,"Тип жилья
Вторичка
Площадь комнат
30-25 м²
Санузел
2 совмещенных
Ремонт
Евроремонт
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
2007
Тип дома
Монолитный
Тип перекрытий
Железобетонные
Подъезды
8
Лифты
1 пасс., 1 груз.
Отопление
Центральное
Аварийность
Нет
Парковка
Подземная"
"Москва, ЦАО, р-н Пресненский, наб. Пресненская, 12",Деловой центр ⋅ 3 мин. пешкомМеждународная ⋅ 5 мин. пешком,"53,9 м²
Общая
75 из 95
Этаж
2011
Построен",30 500 000 ₽,N_A,Аврора Проперти,N_A,N_A
"Москва, ЦАО, р-н Пресненский, наб. Пресненская, 12",Деловой центр ⋅ 3 мин. пешкомМеждународная ⋅ 5 мин. пешком,"54,3 м²
Общая
75 из 95
Этаж
2011
Построен",30 800 000 ₽,N_A,Аврора Проперти,N_A,N_A
"Москва, ЦАО, р-н Пресненский, Шмитовский проезд, 16С2На карте",Улица 1905 года ⋅ 19 мин. пешком,"83 м²
Общая
32 м²
Жилая
19 м²
Кухня
13 из 22
Этаж
2004
Построен",31 000 000 ₽,N_A,Chase - Продажа,"Тип жилья
Вторичка
Площадь комнат
18-14 м²
Санузел
1 совмещенный, 1 раздельный
Балкон/лоджия
1 лоджия
Ремонт
Евроремонт
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
2007
Тип дома
Монолитный
Тип перекрытий
Железобетонные
Подъезды
8
Лифты
3 пасс., 1 груз.
Отопление
Центральное
Аварийность
Нет
Парковка
Подземная"
"Москва, ЦАО, р-н Тверской, 1-й Тверской-Ямской пер., 14На карте",Маяковская ⋅ 4 мин. пешкомНовослободская ⋅ 13 мин. пешкомПушкинская ⋅ 14 мин. пешком,"86 м²
Общая
19 м²
Кухня
7 из 7
Этаж
1934
Построен",33 000 000 ₽,N_A,MERSI,"Тип жилья
Вторичка
Площадь комнат
22-22 м²
Санузел
1 совмещенный
Балкон/лоджия
1 лоджия
Ремонт
Дизайнерский
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
1934
Тип дома
Кирпичный
Тип перекрытий
Деревянные
Подъезды
3
Лифты
Есть
Отопление
Центральное
Аварийность
Нет
Газоснабжение
Центральное"
"Москва, СЗАО, р-н Хорошево-Мневники, Шелепихинская наб., 34к2На карте",Шелепиха ⋅ 21 мин. пешкомХорошевская ⋅ 4 мин. на транспортеПолежаевская ⋅ 5 мин. на транспорте,"71 м²
Общая
32 м²
Жилая
13 м²
Кухня
7 из 36
Этаж
2018
Построен",33 500 000 ₽,N_A,Chase - Продажа,"Тип жилья
Вторичка
Площадь комнат
19-13 м²
Ремонт
Дизайнерский
Вид из окон
Во двор","О доме
По данным Циан
Тип дома
Монолитный
Парковка
Подземная"
"Москва, ЗАО, р-н Раменки, ул. Пырьева, 2На карте",КиевскаяЛомоносовский проспект ⋅ 7 мин. на транспортеМинская ⋅ 30 мин. пешком,"57,2 м²
Общая
35 м²
Жилая
9,5 м²
Кухня
2 из 16
Этаж
2006
Построен",33 500 000 ₽,N_A,NIKA ESTATE,"Тип жилья
Вторичка
Площадь комнат
20.5-14.4 м²
Высота потолков
3,3 м
Санузел
1 совмещенный
Ремонт
Дизайнерский
Вид из окон
На улицу и двор","О доме
По данным Циан
Год постройки
2006
Тип дома
Монолитный
Тип перекрытий
Железобетонные
Подъезды
3
Лифты
Есть
Отопление
Центральное
Аварийность
Нет
Парковка
Подземная"
"Москва, ЦАО, р-н Таганский, Серебряническая наб.На карте",Китай-город ⋅ 15 мин. пешкомЧкаловская ⋅ 15 мин. пешкомТаганская ⋅ 16 мин. пешком,"71,2 м²
Общая
29,2 м²
Жилая
20 м²
Кухня
2 из 9
Этаж
4 кв. 2020
Срок сдачи",34 233 458 ₽,N_A,Центр-Инвест,"Тип жилья
Новостройка
Площадь комнат
29.20 м²
Высота потолков
3,6 м",N_A
"Москва, ЦАО, р-н Хамовники, ул. Усачева, 11БНа карте",Фрунзенская ⋅ 7 мин. пешкомСпортивная ⋅ 8 мин. пешкомЛужники ⋅ 14 мин. пешком,"59 м²
Общая
30 м²
Жилая
12 м²
Кухня
4 из 12
Этаж
2019
Построен",34 895 000 ₽,N_A,SKYEST,"Тип жилья
Вторичка
Площадь комнат
25-30-65-20 м²
Высота потолков
3,6 м
Санузел
1 совмещенный, 1 раздельный
Балкон/лоджия
1 лоджия
Ремонт
Без ремонта
Вид из окон
На улицу","О доме
По данным Циан
Тип дома
Монолитно кирпичный
Лифты
1 пасс., 1 груз.
Парковка
Подземная"
"Москва, СЗАО, р-н Хорошево-Мневники, Шелепихинская наб., 34к2На карте",Шелепиха ⋅ 15 мин. пешкомХорошевская ⋅ 4 мин. на транспортеПолежаевская ⋅ 5 мин. на транспорте,"71 м²
Общая
56 м²
Жилая
7 м²
Кухня
7 из 19
Этаж
2018
Построен",35 000 000 ₽,N_A,EstateLiga,"Тип жилья
Вторичка
Высота потолков
3,4 м
Санузел
1 совмещенный
Ремонт
Евроремонт
Вид из окон
На улицу","О доме
По данным Циан
Тип дома
Монолитный
Лифты
2 пасс., 1 груз.
Парковка
Подземная"
"Москва, СЗАО, р-н Хорошево-Мневники, Шелепихинская наб., 34к2На карте",Шелепиха ⋅ 18 мин. пешкомУлица 1905 года ⋅ 5 мин. на транспортеХорошевская ⋅ 4 мин. на транспорте,"70,4 м²
Общая
18 м²
Жилая
30 м²
Кухня
7 из 19
Этаж",35 000 000 ₽,N_A,Ramenky Realty,"Тип жилья
Вторичка
Санузел
1 совмещенный
Ремонт
Евроремонт","О доме
По данным Циан
Тип дома
Монолитно кирпичный
Парковка
Многоуровневая"
"Москва, ЦАО, р-н Пресненский, наб. Пресненская, 12На карте",Деловой центр ⋅ 3 мин. пешкомМеждународная ⋅ 5 мин. пешком,"73,7 м²
Общая
76 из 95
Этаж
2011
Построен",39 091 500 ₽,"39 091 500 ₽
530 414 ₽/м²
Покупаете в ипотеку?",Аврора Проперти,"Тип жилья
Вторичка Апартаменты
Высота потолков
3,5 м
Санузел
2 раздельных","О доме
По данным Циан
Год постройки
2017
Тип дома
Монолитный
Лифты
6 груз.
Аварийность
Нет
Парковка
Многоуровневая
Мусоропровод
Есть"
"Москва, ЦАО, р-н Пресненский, Мантулинская ул., 9к2На карте",Выставочная ⋅ 12 мин. пешком,"65 м²
Общая
43 м²
Жилая
10 м²
Кухня
4 из 21
Этаж",35 500 000 ₽,N_A,Chase - Продажа,"Тип жилья
Вторичка
Площадь комнат
26-17 м²
Ремонт
Дизайнерский
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
2019
Подъезды
5
Лифты
10 всего
Отопление
Центральное
Аварийность
Нет"
"Москва, СВАО, р-н Алексеевский, Новоалексеевская ул., 22к2На карте",Алексеевская ⋅ 10 мин. пешкомВыставочный центр ⋅ 4 мин. на транспортеВДНХ ⋅ 18 мин. пешком,"62 м²
Общая
12 м²
Жилая
15 м²
Кухня
7 из 9
Этаж
2018
Построен",36 580 000 ₽,N_A,Центр содействия СОЮЗ,"Тип жилья
Вторичка
Планировка
Изолированная
Площадь комнат
29-12 м²
Высота потолков
3 м
Санузел
1 совмещенный
Балкон/лоджия
1 лоджия
Ремонт
Евроремонт
Вид из окон
На улицу и двор","О доме
По данным Циан
Тип дома
Монолитно кирпичный
Лифты
1 пасс., 1 груз.
Парковка
Подземная"
"Москва, ЦАО, р-н Басманный, Мясницкая ул., 24/7С3На карте",Чистые пруды ⋅ 5 мин. пешкомЛубянка ⋅ 10 мин. пешкомКитай-город ⋅ 15 мин. пешком,"61 м²
Общая
6 из 6
Этаж
2014
Построен",37 000 000 ₽,N_A,MERSI,"Тип жилья
Вторичка Апартаменты
Площадь комнат
51,5 м²
Высота потолков
4,3 м
Санузел
1 совмещенный
Ремонт
Дизайнерский","О доме
По данным Циан
Год постройки
2014
Тип дома
Монолитный
Лифты
Есть
Аварийность
Нет
Парковка
Наземная"
"Москва, ЦАО, р-н Басманный, Мясницкая ул., 24/7С3На карте",Чистые пруды ⋅ 3 мин. пешком,"51,5 м²
Общая
6 из 6
Этаж
2016
Построен",37 000 000 ₽,N_A,Аврора Проперти,"Тип жилья
Вторичка Апартаменты
Высота потолков
4,3 м
Санузел
1 раздельный
Ремонт
Дизайнерский","О доме
По данным Циан
Год постройки
2014
Тип дома
Монолитный
Лифты
Есть
Аварийность
Нет
Парковка
Наземная
Мусоропровод
Есть"
"Москва, ЗАО, р-н Фили-Давыдково, Давыдковская ул., 18На карте",Славянский бульвар ⋅ 15 мин. пешкомКунцевская ⋅ 5 мин. на транспортеМинская ⋅ 10 мин. на транспорте,"86 м²
Общая
38 м²
Жилая
20 м²
Кухня
18 из 22
Этаж",38 500 000 ₽,N_A,Apple Real Estate,"Тип жилья
Вторичка
Площадь комнат
20 18 м²
Санузел
1 совмещенный, 1 раздельный
Балкон/лоджия
1 балкон
Ремонт
Дизайнерский","О доме
По данным Циан
Год постройки
2012
Тип дома
Монолитный
Тип перекрытий
Железобетонные
Подъезды
2
Лифты
Есть
Отопление
Центральное
Аварийность
Нет
Мусоропровод
Нет"
"Москва, ЦАО, р-н Басманный, Нижняя Красносельская ул., 35С48На карте",БауманскаяКрасносельская ⋅ 10 мин. пешкомКомсомольская ⋅ 19 мин. пешком,"90 м²
Общая
5 из 10
Этаж",39 200 000 ₽,N_A,WELHOME,"Тип жилья
Вторичка Апартаменты","О доме
По данным Циан
Год постройки
2015
Тип дома
Монолитный
Лифты
2 пасс., 1 груз.
Аварийность
Нет
Парковка
Наземная"
"Москва, ЦАО, р-н Пресненский, ул. Сергея Макеева, 9к1На карте",Улица 1905 года ⋅ 12 мин. пешком,"75 м²
Общая
34 м²
Жилая
13 м²
Кухня
6 из 13
Этаж",39 900 000 ₽,N_A,Chase - Продажа,"Тип жилья
Вторичка
Площадь комнат
18+16 м²
Ремонт
Дизайнерский
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
2017
Тип дома
Монолитный
Тип перекрытий
Железобетонные
Подъезды
1
Лифты
2 всего
Отопление
Центральное
Аварийность
Нет"
"Москва, ЦАО, р-н Басманный, Большой Харитоньевский пер., 16-18На карте",Красные ворота ⋅ 5 мин. пешком,"77 м²
Общая
2 из 7
Этаж
2001
Построен",42 000 000 ₽,N_A,Аврора Проперти,"Тип жилья
Вторичка
Высота потолков
3,2 м
Санузел
2 раздельных
Ремонт
Евроремонт
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
2001
Тип дома
Кирпичный
Тип перекрытий
Железобетонные
Подъезды
2
Лифты
Есть
Отопление
Центральное
Аварийность
Нет
Мусоропровод
Есть"
"Москва, ЦАО, р-н Пресненский, наб. Пресненская, 10с2На карте",Международная ⋅ 4 мин. пешкомДеловой центр ⋅ 4 мин. пешкомВыставочная ⋅ 8 мин. пешком,"97,6 м²
Общая
56 м²
Жилая
10 м²
Кухня
12 из 22
Этаж
2016
Построен",43 000 000 ₽,N_A,NIKA ESTATE,"Тип жилья
Вторичка Апартаменты
Высота потолков
3,1 м
Санузел
1 совмещенный
Ремонт
Дизайнерский
Вид из окон
На улицу и двор","О доме
По данным Циан
Год постройки
2016
Тип дома
Монолитный
Лифты
Есть
Аварийность
Нет
Парковка
Подземная"
"Москва, ЦАО, р-н Таганский, Наставнический пер., 3На карте",Чкаловская ⋅ 7 мин. пешкомКурская ⋅ 10 мин. пешкомПлощадь Ильича ⋅ 18 мин. пешком,"103 м²
Общая
7 из 10
Этаж",45 000 000 ₽,N_A,Аврора Проперти,"Тип жилья
Вторичка
Высота потолков
3 м
Санузел
2 раздельных
Ремонт
Дизайнерский
Вид из окон
На улицу и двор","О доме
По данным Циан
Год постройки
2016
Тип дома
Кирпичный
Тип перекрытий
Железобетонные
Подъезды
4
Лифты
1 пасс., 1 груз.
Отопление
Центральное
Аварийность
Нет
Парковка
Подземная
Мусоропровод
Есть
Газоснабжение
Центральное"
"Москва, ЦАО, р-н Хамовники, Комсомольский просп., 42С2На карте",Фрунзенская ⋅ 5 мин. пешкомСпортивная,"67 м²
Общая
35 м²
Жилая
10 м²
Кухня
4 из 7
Этаж
2015
Построен",45 000 000 ₽,N_A,BEATRIX,"Тип жилья
Вторичка Апартаменты
Планировка
Смежно-изолированная
Высота потолков
3,3 м
Санузел
1 раздельный
Балкон/лоджия
1 балкон
Ремонт
Евроремонт
Вид из окон
На улицу","О доме
По данным Циан
Год постройки
2014
Тип дома
Монолитный
Лифты
1 пасс., 1 груз.
Аварийность
Нет
Парковка
Наземная"
"Москва, ЦАО, р-н Таганский, Серебряническая наб.На карте",Китай-город ⋅ 15 мин. пешкомЧкаловская ⋅ 15 мин. пешкомТаганская ⋅ 16 мин. пешком,"93,4 м²
Общая
55,2 м²
Жилая
9,1 м²
Кухня
2 из 9
Этаж
4 кв. 2020
Срок сдачи",45 641 778 ₽,N_A,Центр-Инвест,"Тип жилья
Новостройка
Площадь комнат
55.20 м²
Высота потолков
3,6 м",N_A
"Москва, ЦАО, р-н Таганский, Серебряническая наб.На карте",Китай-город ⋅ 15 мин. пешкомЧкаловская ⋅ 15 мин. пешкомТаганская ⋅ 16 мин. пешком,"87,1 м²
Общая
57,2 м²
Жилая
6,5 м²
Кухня
5 из 9
Этаж
4 кв. 2020
Срок сдачи",46 216 914 ₽,N_A,Центр-Инвест,"Тип жилья
Новостройка Апартаменты
Площадь комнат
57.20 м²
Высота потолков
3,6 м",N_A
"Москва, ЦАО, р-н Арбат, Большой Афанасьевский пер., 32/9На карте",Арбатская ⋅ 4 мин. пешком,"111,9 м²
Общая
4 из 8
Этаж
1998
Построен",49 999 990 ₽,N_A,Аврора Проперти,"Тип жилья
Вторичка
Высота потолков
3 м
Санузел
1 раздельный
Балкон/лоджия
1 лоджия
Ремонт
Дизайнерский
Вид из окон
Во двор","О доме
По данным Циан
Год постройки
1905
Тип перекрытий
Железобетонные
Подъезды
2
Лифты
Есть
Отопление
Центральное
Аварийность
Нет
Парковка
Наземная
Мусоропровод
Есть"
"Москва, ЦАО, р-н Арбат, ул. Новый Арбат, 32На карте",Смоленская ⋅ 8 мин. пешкомКраснопресненская ⋅ 14 мин. пешкомБаррикадная ⋅ 14 мин. пешком,"70 м²
Общая
9 из 13
Этаж
2013
Построен",53 000 000 ₽,N_A,MERSI,"Тип жилья
Вторичка Апартаменты
Площадь комнат
37-17 м²
Санузел
2 совмещенных
Ремонт
Дизайнерский","О доме
По данным Циан
Год постройки
2013
Тип дома
Монолитный
Лифты
Есть
Аварийность
Нет"
"Москва, ЦАО, р-н Пресненский, 2-я Черногрязская ул., 6к2На карте",Улица 1905 года ⋅ 15 мин. пешкомВыставочная ⋅ 4 мин. на транспортеШелепиха ⋅ 3 мин. на транспорте,"84 м²
Общая
5 из 8
Этаж
2017
Построен",54 500 000 ₽,"54 500 000 ₽
648 810 ₽/м²
Покупаете в ипотеку?",Аврора Проперти,"Тип жилья
Вторичка
Высота потолков
3 м
Санузел
2 раздельных
Балкон/лоджия
1 балкон, 1 лоджия","О доме
По данным Циан
Год постройки
2017
Тип дома
Монолитный
Тип перекрытий
Железобетонные
Подъезды
2
Лифты
1 пасс., 1 груз.
Отопление
Центральное
Аварийность
Нет
Парковка
Подземная
Мусоропровод
Есть"
"Москва, САО, р-н Беговой, Ленинградский просп., 15С9На карте",Белорусская ⋅ 5 мин. пешкомДинамо ⋅ 20 мин. пешкомПетровский Парк ⋅ 5 мин. на транспорте,"120 м²
Общая
6 из 6
Этаж
2017
Построен",55 000 000 ₽,"55 000 000 ₽458 333 ₽/м²
Покупаете в ипотеку?",Аврора Проперти,"Тип жилья
Вторичка Апартаменты
Высота потолков
3 м
Санузел
2 раздельных","О доме
По данным Циан
Год постройки
2019
Тип дома
Монолитный
Лифты
Есть
Аварийность
Нет
Мусоропровод
Есть"
"Москва, ЦАО, р-н Хамовники, Барыковский пер., 6На карте",Кропоткинская ⋅ 8 мин. пешкомПарк Культуры ⋅ 8 мин. пешкомСмоленская ⋅ 15 мин. пешком,"90 м²
Общая
2 из 9
Этаж
1912
Построен",55 800 000 ₽,N_A,MERSI,"Тип жилья
Вторичка
Планировка
Изолированная
Санузел
1 совмещенный
Балкон/лоджия
1 балкон
Ремонт
Дизайнерский
Вид из окон
Во двор","О доме
По данным Циан
Лифты
Есть
Аварийность
Нет"
"Москва, ЦАО, р-н Замоскворечье, Мытная ул., 7с1На карте",Добрынинская ⋅ 10 мин. пешком,"73,3 м²
Общая
9 из 14
Этаж
2013
Построен",60 000 000 ₽,N_A,Аврора Проперти,"Тип жилья
Вторичка
Высота потолков
3 м
Санузел
2 раздельных
Ремонт
Дизайнерский","О доме
По данным Циан
Тип дома
Монолитно кирпичный
Лифты
1 пасс., 1 груз.
Парковка
Подземная
Мусоропровод
Есть"
"Москва, ЦАО, р-н Пресненский, ул. Трехгорный Вал, 14С1На карте",БаррикаднаяКраснопресненскаяУлица 1905 года,"80 м²
Общая
52 м²
Жилая
8 м²
Кухня
4 из 11
Этаж
2010
Построен",60 000 000 ₽,N_A,Knight Frank,"Тип жилья
Вторичка
Площадь комнат
32-20 м²
Высота потолков
3,2 м
Санузел
1 совмещенный
Ремонт
Дизайнерский
Вид из окон
На улицу и двор","О доме
По данным Циан
Год постройки
2010
Тип дома
Кирпичный
Тип перекрытий
Железобетонные
Подъезды
4
Лифты
Есть
Отопление
Центральное
Аварийность
Нет
Парковка
Открытая"
"Москва, САО, р-н Аэропорт, Ленинградский просп., 36с31На карте",Динамо ⋅ 10 мин. пешком,"92,5 м²
Общая
8 из 10
Этаж
2019
Построен",61 644 098 ₽,N_A,Аврора Проперти,"Тип жилья
Вторичка Апартаменты
Высота потолков
3 м
Санузел
2 раздельных","О доме
По данным Циан
Год постройки
2017
Тип дома
Монолитный
Лифты
Есть
Аварийность
Нет
Мусоропровод
Есть"
"Москва, ЦАО, р-н Замоскворечье, Мытная ул., 7с1На карте",Добрынинская ⋅ 10 мин. пешком,"73 м²
Общая
8 из 14
Этаж
2013
Построен",62 000 000 ₽,N_A,Аврора Проперти,"Тип жилья
Вторичка
Высота потолков
3 м
Санузел
2 раздельных
Ремонт
Дизайнерский","О доме
По данным Циан
Тип дома
Монолитно кирпичный
Лифты
1 пасс., 1 груз.
Парковка
Подземная
Мусоропровод
Есть"
